"name","title","level","facing","categories","description","detail","remediation","metadata","cache_key"
"auth_rls_initplan","Auth RLS Initialization Plan","WARN","EXTERNAL","["PERFORMANCE"]","Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row","Table \`public.organizations\` has a row level security policy \`Update own organization\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.","https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan","{"name":"organizations","type":"table","schema":"public"}","auth_rls_init_plan_public_organizations_Update own organization"
"auth_rls_initplan","Auth RLS Initialization Plan","WARN","EXTERNAL","["PERFORMANCE"]","Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row","Table \`public.organizations\` has a row level security policy \`admin_all_organizations\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.","https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan","{"name":"organizations","type":"table","schema":"public"}","auth_rls_init_plan_public_organizations_admin_all_organizations"
"auth_rls_initplan","Auth RLS Initialization Plan","WARN","EXTERNAL","["PERFORMANCE"]","Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row","Table \`public.organizations\` has a row level security policy \`user_view_own_organization\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.","https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan","{"name":"organizations","type":"table","schema":"public"}","auth_rls_init_plan_public_organizations_user_view_own_organization"
"auth_rls_initplan","Auth RLS Initialization Plan","WARN","EXTERNAL","["PERFORMANCE"]","Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row","Table \`public.profiles\` has a row level security policy \`Admins have full access\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.","https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan","{"name":"profiles","type":"table","schema":"public"}","auth_rls_init_plan_public_profiles_Admins have full access"
"auth_rls_initplan","Auth RLS Initialization Plan","WARN","EXTERNAL","["PERFORMANCE"]","Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row","Table \`public.profiles\` has a row level security policy \`Users can insert their own profile\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.","https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan","{"name":"profiles","type":"table","schema":"public"}","auth_rls_init_plan_public_profiles_Users can insert their own profile"
"auth_rls_initplan","Auth RLS Initialization Plan","WARN","EXTERNAL","["PERFORMANCE"]","Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row","Table \`public.profiles\` has a row level security policy \`admin_access_non_recursive\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.","https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan","{"name":"profiles","type":"table","schema":"public"}","auth_rls_init_plan_public_profiles_admin_access_non_recursive"
"auth_rls_initplan","Auth RLS Initialization Plan","WARN","EXTERNAL","["PERFORMANCE"]","Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row","Table \`public.profiles\` has a row level security policy \`admin_full_access\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.","https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan","{"name":"profiles","type":"table","schema":"public"}","auth_rls_init_plan_public_profiles_admin_full_access"
"auth_rls_initplan","Auth RLS Initialization Plan","WARN","EXTERNAL","["PERFORMANCE"]","Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row","Table \`public.profiles\` has a row level security policy \`user_read_own\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.","https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan","{"name":"profiles","type":"table","schema":"public"}","auth_rls_init_plan_public_profiles_user_read_own"
"auth_rls_initplan","Auth RLS Initialization Plan","WARN","EXTERNAL","["PERFORMANCE"]","Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row","Table \`public.profiles\` has a row level security policy \`user_update_own\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.","https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan","{"name":"profiles","type":"table","schema":"public"}","auth_rls_init_plan_public_profiles_user_update_own"
"auth_rls_initplan","Auth RLS Initialization Plan","WARN","EXTERNAL","["PERFORMANCE"]","Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row","Table \`public.patient_profiles\` has a row level security policy \`clinician_patients_policy\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.","https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan","{"name":"patient_profiles","type":"table","schema":"public"}","auth_rls_init_plan_public_patient_profiles_clinician_patients_policy"
